timestamp_ms,gnss_time,lat,lon,alt_gps,gnss_fix,gnss_sats,alt_bar,pressure,temperature,pos_n,pos_e,pos_d,vel_n,vel_e,vel_d,acc_n,acc_e,acc_d,acc_x_raw,acc_y_raw,acc_z_raw,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,roll,pitch,yaw,flight_state,imu_valid,ekf_valid,bar_valid,attitude_reliable
25489,N/A,0,0,0,0,0,"463,39","958,82","31,04",0,0,0,0,0,0,"1,7627","0,0571","7,4108","0,2261","-0,0659","0,9531","-1,6945","-1,4165","-2,6223","-127,9734","9,3407","62,1313","-3,97","-13,4","-153,59",1,,,,
25529,N/A,0,0,0,0,0,"463,39","958,82","31,04",0,0,0,0,0,0,"1,7087","0,0571","7,3983","0,2065","-0,0522","0,9448","0,0128","-0,136","-1,2198","-128,5557","8,6099","62,614","-4,04","-13,43","-153,98",1,,,,
25628,N/A,0,0,0,0,0,"463,39","958,82","31,04",0,0,0,0,0,0,"1,7388","0,0571","7,4123","0,2178","-0,0444","0,9512","0,1348","-3,0018","0,2436","-129,2653","8,0377","62,729","-4,13","-13,46","-154,5",1,,,,
25728,N/A,0,0,0,0,0,"463,39","958,82","31,04",0,0,0,0,0,0,"1,7456","0,0571","7,4177","0,2271","-0,0532","0,9473","-1,6335","-1,7823","3,1704","-129,1065","7,398","61,8057","-4,19","-13,48","-154,98",1,,,,
25828,N/A,0,0,0,0,0,"463,39","958,82","31,04",0,0,0,0,0,0,"1,702","0,0571","7,4555","0,2046","-0,0552","0,9541","1,7201","0,3518","-3,4149","-128,3959","8,7527","61,9849","-4,28","-13,44","-155,25",1,,,,
25966,N/A,0,0,0,0,0,"463,69","958,78","31,05",0,0,0,0,0,0,"1,6989","0,0571","7,399","0,207","-0,0537","0,9409","-2,0604","0,9616","-5,4271","-128,8214","8,5659","62,1127","-4,35","-13,34","-155,73",1,,,,
26066,N/A,0,0,0,0,0,"463,69","958,78","31,05",0,0,0,0,0,0,"1,7245","0,0571","7,4362","0,2207","-0,0571","0,9585","0,6226","1,8152","0,4875","-128,854","8,2645","63,1096","-4,44","-13,27","-156,31",1,,,,
26166,N/A,0,0,0,0,0,"463,69","958,78","31,05",0,0,0,0,0,0,"1,6915","0,0571","7,3864","0,2158","-0,043","0,9282","-1,1457","0,7177","2,3168","-129,5198","8,3551","61,9934","-4,56","-13,2","-156,79",1,,,,
26266,N/A,0,0,0,0,0,"463,69","958,78","31,05",0,0,0,0,0,0,"1,7291","0,0571","7,3978","0,2368","-0,0488","0,9551","0,1348","0,5957","-5,4881","-128,9823","7,6406","62,4477","-4,65","-13,18","-157,14",1,,,,
26366,N/A,0,0,0,0,0,"463,69","958,78","31,05",0,0,0,0,0,0,"1,6972","0,0571","7,3718","0,2129","-0,0493","0,9443","-1,1457","1,5713","2,0729","-128,7023","7,6447","62,4406","-4,64","-13,17","-157,63",1,,,,
26466,N/A,0,0,0,0,0,"463,3","958,83","31,04",0,0,0,0,0,0,"1,7203","0,0571","7,3868","0,2261","-0,0615","0,9502","0,0738","-1,0506","-0,0613","-129,2358","8,7404","62,0062","-4,64","-13,15","-158,11",1,,,,
26566,N/A,0,0,0,0,0,"463,3","958,83","31,04",0,0,0,0,0,0,"1,7642","0,0571","7,4032","0,2344","-0,0649","0,9541","-0,8409","0,7177","2,9265","-129,2459","9,1617","62,5346","-4,66","-13,12","-158,48",1,,,,
26666,N/A,0,0,0,0,0,"463,3","958,83","31,04",0,0,0,0,0,0,"1,7854","0,0571","7,4169","0,2329","-0,0586","0,9561","-1,8774","-0,075","1,829","-129,0953","7,7593","61,5714","-4,73","-13,13","-158,75",1,,,,
26766,N/A,0,0,0,0,0,"463,3","958,83","31,04",0,0,0,0,0,0,"1,7596","0,0571","7,4037","0,2295","-0,0518","0,9482","-0,353","1,9982","1,2802","-128,9517","9,1258","62,0191","-4,85","-13,15","-158,93",1,,,,
26866,N/A,0,0,0,0,0,"463,3","958,83","31,04",0,0,0,0,0,0,"1,7295","0,0571","7,3869","0,2212","-0,0625","0,9468","1,2323","0,1689","-2,0735","-129,6471","8,5137","61,6256","-4,95","-13,12","-159,12",1,,,,
26966,N/A,0,0,0,0,0,"463,52","958,8","31,04",0,0,0,0,0,0,"1,7013","0,0571","7,4003","0,2119","-0,0532","0,9512","-0,536","-0,3189","0,8534","-129,2358","8,7404","62,0062","-4,95","-13,09","-159,43",1,,,,
27066,N/A,0,0,0,0,0,"463,52","958,8","31,04",0,0,0,0,0,0,"1,755","0,0571","7,3971","0,2368","-0,0503","0,9478","1,0494","-0,5018","-0,2442","-129,528","7,5925","61,9535","-4,95","-13,05","-159,73",1,,,,
27166,N/A,0,0,0,0,0,"463,52","958,8","31,04",0,0,0,0,0,0,"1,7171","0,0571","7,4085","0,2119","-0,0625","0,9453","0,6226","-1,8433","1,3412","-129,8191","7,2271","62,1948","-4,97","-13,03","-159,98",1,,,,
27266,N/A,0,0,0,0,0,"463,52","958,8","31,04",0,0,0,0,0,0,"1,7727","0,0571","7,4375","0,2378","-0,0596","0,9502","-2,1213","0,047","-2,1345","-129,9514","8,9708","62,6695","-4,99","-13,04","-160,18",1,,,,
27366,N/A,0,0,0,0,0,"463,52","958,8","31,04",0,0,0,0,0,0,"1,7418","0,0571","7,4576","0,2153","-0,0547","0,9546","-0,9628","-0,7457","0,9143","-129,5381","8,0137","62,4819","-4,98","-13,04","-160,49",1,,,,
27468,N/A,0,0,0,0,0,"463,39","958,82","31,04",0,0,0,0,0,0,"1,7717","0,0571","7,4613","0,2329","-0,0684","0,9551","-1,7555","0,4128","3,4753","-129,3966","7,8151","62,3412","-4,96","-13,06","-160,84",1,,,,
27645,N/A,0,0,0,0,0,"463,39","958,82","31,04",0,0,0,0,0,0,"1,7322","0,0571","7,4553","0,2124","-0,042","0,9521","1,2323","2,2421","2,0729","-128,5161","8,8914","61,3629",-5,"-13,05","-161,28",1,,,,
27745,N/A,0,0,0,0,0,"463,39","958,82","31,04",0,0,0,0,0,0,"1,7726","0,0571","7,4097","0,2305","-0,0581","0,9395","-1,3287","-0,014","2,4997","-128,9782","8,0219","62,4676","-5,05",-13,"-161,41",1,,,,
27845,N/A,0,0,0,0,0,"463,39","958,82","31,04",0,0,0,0,0,0,"1,7211","0,0571","7,451","0,2158","-0,0601","0,9648","0,3177","0,5957","0,3046","-128,1241","7,9942","61,9379","-5,15","-12,96","-161,54",1,,,,
27966,N/A,0,0,0,0,0,"463,3","958,83","31,04",0,0,0,0,0,0,"1,7133","0,0571","7,4198","0,2104","-0,0503","0,9419","0,1957","-1,3555","-0,0613","-129,1085","8,5818","62,374","-5,22","-12,9","-161,74",1,,,,
28066,N/A,0,0,0,0,0,"463,3","958,83","31,04",0,0,0,0,0,0,"1,7304","0,0571","7,3886","0,2217","-0,0454","0,9478","1,8421","-0,197","3,2924","-128,6688","8,7286","61,7378","-5,22","-12,89","-161,9",1,,,,
28166,N/A,0,0,0,0,0,"463,3","958,83","31,04",0,0,0,0,0,0,"1,7262","0,0571","7,4497","0,2188","-0,0693","0,958","-2,3043","0,9006","3,9631","-129,3742","8,5378","61,8727","-5,17","-12,9","-162,03",1,,,,
28266,N/A,0,0,0,0,0,"463,3","958,83","31,04",0,0,0,0,0,0,"1,6794","0,0571","7,2788","0,2046","-0,0894","0,9048","-2,3043","0,7787","1,1582","-128,5374","8,9513","62,1255","-5,24","-12,89",-162,1,,,,
28366,N/A,0,0,0,0,0,"463,3","958,83","31,04",0,0,0,0,0,0,"1,6479","0,0571","7,3175","0,2119","-0,042","0,9375","-0,2921","-0,5628","-0,671","-129,1055","8,1805","62,0998","-5,45","-12,84","-161,96",1,,,,
28466,N/A,0,0,0,0,0,"462,89","958,87","31,04",0,0,0,0,0,0,"1,6398","0,0571","7,3546","0,2104","-0,0581","0,9521","-1,6335","-0,6848","-2,0125","-129,1207","7,4379","62,3141","-5,61","-12,8","-162,08",1,,,,
28566,N/A,0,0,0,0,0,"462,89","958,87","31,04",0,0,0,0,0,0,"1,7823","0,0571","7,4247","0,2495","-0,0283","0,9531","0,3177","-1,3555","-2,6832","-128,6636","9,8925","62,0519","-5,66","-12,79","-162,32",1,,,,
28666,N/A,0,0,0,0,0,"462,89","958,87","31,04",0,0,0,0,0,0,"1,6956","0,0571","7,2808","0,2031","-0,0918","0,9038","0,0128","1,6323","2,8655","-129,2317","9,1217","62,0262","-5,66","-12,81","-162,49",1,,,,
28766,N/A,0,0,0,0,0,"462,89","958,87","31,04",0,0,0,0,0,0,"1,6673","0,0571","7,4377","0,2192","-0,0933","0,9746","-1,6335","0,4128","6,0363","-128,6718","9,1299","62,012","-5,72","-12,76","-162,44",1,,,,
28866,N/A,0,0,0,0,0,"462,89","958,87","31,04",0,0,0,0,0,0,"1,7666","0,0571","7,507","0,2222","-0,0708","0,9478","-0,414","-1,4774","-0,0003","-129,3803","9,3403","62,4211","-5,86","-12,69","-162,32",1,,,,
28966,N/A,0,0,0,0,0,"463,79","958,77","31,04",0,0,0,0,0,0,"1,7646","0,0571","7,4858","0,2246","-0,064","0,9517","0,1348","-0,136","0,6095","-129,6867","8,2323","62,8767",-6,"-12,66","-162,25",1,,,,
29066,N/A,0,0,0,0,0,"463,79","958,77","31,04",0,0,0,0,0,0,"1,7353","0,0571","7,4546","0,2227","-0,0586","0,9517","-0,9018","-0,9896","0,6095","-129,3915","8,979","62,6553","-6,06","-12,68","-162,32",1,,,,
29166,N/A,0,0,0,0,0,"463,79","958,77","31,04",0,0,0,0,0,0,"1,7457","0,0571","7,4369","0,2393","-0,0625","0,9399","-1,2067","1,5104","2,0119","-128,9386","8,3033","61,2165","-6,03","-12,69","-162,57",1,,,,
29266,N/A,0,0,0,0,0,"463,79","958,77","31,04",0,0,0,0,0,0,"1,7601","0,0571","7,4115","0,2339","-0,0757","0,9414","-2,1213","-0,8677","2,0119","-128,689","9,5711","62,7946","-5,99","-12,64","-162,81",1,,,,
29366,N/A,0,0,0,0,0,"463,79","958,77","31,04",0,0,0,0,0,0,"1,7913","0,0571","7,3924","0,2339","-0,0654","0,9453","-1,3896","-2,3311","0,2436","-129,1115","8,983","62,6482","-5,99","-12,66","-162,95",1,,,,
29466,N/A,0,0,0,0,0,"463,86","958,76","31,04",0,0,0,0,0,0,"1,7761","0,0571","7,4171","0,2227","-0,0522","0,9556","-1,1457","-1,4774","-0,0613","-127,6752","9,6862","61,6357","-6,03","-12,79","-163,1",1,,,,
29566,N/A,0,0,0,0,0,"463,86","958,76","31,04",0,0,0,0,0,0,"1,7565","0,0571","7,4519","0,2266","-0,0615","0,9595","-1,0238","-1,2945","1,707","-128,1261","9,178","62,5062","-6,08","-12,92","-163,23",1,,,,
29745,N/A,0,0,0,0,0,"463,86","958,76","31,04",0,0,0,0,0,0,"1,7129","0,0571","7,43","0,2095","-0,0327","0,9458","-1,5726","0,9616","-2,8662","-128,3878","9,5153","62,0248","-6,17","-13,08","-163,44",1,,,,
29845,N/A,0,0,0,0,0,"463,86","958,76","31,04",0,0,0,0,0,0,"1,7305","0,0571","7,395","0,2266","-0,0449","0,9414","0,7445","-2,636","3,6582","-129,8252","8,0296","62,7432","-6,19","-13,06","-163,6",1,,,,
29966,N/A,0,0,0,0,0,"463,79","958,77","31,06",0,0,0,0,0,0,"1,7126","0,0571","7,5187","0,2192","-0,0444","0,9688","-0,597","0,6567","-2,9271","-128,8225","7,7834","61,8185","-6,17","-13,03","-163,74",1,,,,
30066,N/A,0,0,0,0,0,"463,79","958,77","31,06",0,0,0,0,0,0,"1,7414","0,0571","7,4622","0,23","-0,0503","0,9512","-1,8165","-0,6848","-2,1954","-128,4213","8,4313","62,7276","-6,12","-13,01","-163,94",1,,,,
30166,N/A,0,0,0,0,0,"463,79","958,77","31,06",0,0,0,0,0,0,"1,7117","0,0571","7,4632","0,2168","-0,0518","0,9507","-1,1457","0,6567","-1,8905","-128,6911","8,006","62,2063","-6,06","-12,99","-164,29",1,,,,
30266,N/A,0,0,0,0,0,"463,79","958,77","31,06",0,0,0,0,0,0,"1,7646","0,0571","7,4324","0,2339","-0,0537","0,9482","1,1104","-0,3189","-0,5491","-129,25","8,7804","62,5147","-6,02","-12,96","-164,72",1,,,,
30366,N/A,0,0,0,0,0,"463,79","958,77","31,06",0,0,0,0,0,0,"1,7209","0,0571","7,3939","0,2144","-0,0542","0,9399","-0,597","-0,6238","6,4021","-128,9487","8,7246","61,7449","-5,98","-12,9","-164,98",1,,,,
30466,N/A,0,0,0,0,0,"463,15","958,84","31,06",0,0,0,0,0,0,"1,6895","0,0571","7,3952","0,21","-0,0713","0,9478","-1,0238","-1,9043","-3,9027","-128,3959","8,7527","61,9849","-5,97","-12,85","-165,01",1,,,,
30566,N/A,0,0,0,0,0,"463,15","958,84","31,06",0,0,0,0,0,0,"1,7428","0,0571","7,4241","0,2261","-0,0376","0,9526","-1,8165","1,1445","-1,4027","-128,8357","8,6058","62,6211","-5,95","-12,84","-165,1",1,,,,
30666,N/A,0,0,0,0,0,"463,15","958,84","31,06",0,0,0,0,0,0,"1,7602","0,0571","7,4336","0,2334","-0,064","0,9531","0,7445","-1,2945","2,0729","-129,3884","8,5777","62,3811","-5,89","-12,83","-165,37",1,,,,
30766,N/A,0,0,0,0,0,"463,15","958,84","31,06",0,0,0,0,0,0,"1,7247","0,0571","7,4437","0,2119","-0,0601","0,958","0,0738","0,2909","-0,4271","-128,967","8,3832","62,2334","-5,82","-12,84","-165,54",1,,,,
30866,N/A,0,0,0,0,0,"463,15","958,84","31,06",0,0,0,0,0,0,"1,763","0,0571","7,4572","0,2261","-0,04","0,9507","-0,8409","0,9006","-2,3174","-129,8099","8,7722","62,5289","-5,76","-12,83","-165,68",1,,,,
30966,N/A,0,0,0,0,0,"463,69","958,78","31,06",0,0,0,0,0,0,"1,7233","0,0571","7,4437","0,2114","-0,0352","0,9492","-2,1823","0,4738","3,2314","-128,9864","7,2593","62,4277","-5,72","-12,77","-165,92",1,,,,
31066,N/A,0,0,0,0,0,"463,69","958,78","31,06",0,0,0,0,0,0,"1,68","0,0571","7,427","0,2114","-0,0596","0,9473","-0,9018","-0,197","0,1826","-128,9711","8,0019","62,2134","-5,73","-12,71","-166,07",1,,,,
31166,N/A,0,0,0,0,0,"463,69","958,78","31,06",0,0,0,0,0,0,"1,7782","0,0571","7,4213","0,2407","-0,0469","0,9443","0,0128","1,6933","-0,793","-128,6901","8,7885","62,5005","-5,72","-12,72","-166,21",1,,,,
31266,N/A,0,0,0,0,0,"463,69","958,78","31,06",0,0,0,0,0,0,"1,8141","0,0571","7,3977","0,2314","-0,0605","0,9492","-1,9384","0,1689","1,9509","-128,4","8,3714","61,9649","-5,61","-12,74","-166,44",1,,,,
31366,N/A,0,0,0,0,0,"463,69","958,78","31,06",0,0,0,0,0,0,"1,7894","0,0571","7,4058","0,228","-0,0615","0,9556","-0,9628","1,0835","1,8899","-128,8398","8,2245","62,6012","-5,58","-12,76","-166,56",1,,,,
31466,N/A,0,0,0,0,0,"463,86","958,76","31,05",0,0,0,0,0,0,"1,7648","0,0571","7,4307","0,2192","-0,0483","0,957","0,3787","-0,9287","-3,171","-129,5056","8,3152","61,4849","-5,6","-12,77","-166,62",1,,,,
31566,N/A,0,0,0,0,0,"463,86","958,76","31,05",0,0,0,0,0,0,"1,7983","0,0571","7,4195","0,2324","-0,0459","0,9482","-0,9018","2,6689","2,0119","-129,1136","7,4179","62,0599","-5,56","-12,78","-166,81",1,,,,
31666,N/A,0,0,0,0,0,"463,86","958,76","31,05",0,0,0,0,0,0,"1,7571","0,0571","7,4106","0,2139","-0,0464","0,9478","-0,536","0,8396","-0,9149","-128,967","8,3832","62,2334","-5,49","-12,74","-167,05",1,,,,
31854,N/A,0,0,0,0,0,"463,86","958,76","31,05",0,0,0,0,0,0,"1,7249","0,0571","7,3939","0,2134","-0,0527","0,9434","-0,475","1,7543","0,3655","-128,8021","9,6898","61,9184","-5,41","-12,6","-167,44",1,,,,
31966,N/A,0,0,0,0,0,"463,69","958,78","31,06",0,0,0,0,0,0,"1,7151","0,0571","7,4332","0,2241","-0,0537","0,958","-0,7189","-0,6238","-0,2442","-127,4105","8,9476","61,8429","-5,38","-12,46","-167,59",1,,,,
32066,N/A,0,0,0,0,0,"463,69","958,78","31,06",0,0,0,0,0,0,"1,7394","0,0571","7,4324","0,2251","-0,0488","0,9512","-1,2677","-0,014","1,829","-129,1177","7,0367","62,04","-5,4","-12,42","-167,68",1,,,,
32166,N/A,0,0,0,0,0,"463,69","958,78","31,06",0,0,0,0,0,0,"1,6831","0,0571","7,4445","0,2095","-0,0483","0,9517","-0,8409","0,3518","-3,1101","-129,2287","8,7205","61,752","-5,45","-12,48","-167,77",1,,,,
32266,N/A,0,0,0,0,0,"463,69","958,78","31,06",0,0,0,0,0,0,"1,7253","0,0571","7,4577","0,228","-0,0479","0,96","-0,414","-2,453","-0,0613","-128,2829","8,6339","62,8611","-5,4","-12,55","-168,03",1,,,,
32366,N/A,0,0,0,0,0,"463,69","958,78","31,06",0,0,0,0,0,0,"1,7512","0,0571","7,42","0,2192","-0,0649","0,9463","0,9884","0,9616","1,2192","-129,9656","9,0107","63,178","-5,36","-12,64","-168,28",1,,,,
32466,N/A,0,0,0,0,0,"463,52","958,8","31,06",0,0,0,0,0,0,"1,7581","0,0571","7,4191","0,2261","-0,0684","0,9497","-0,597","-1,2335","1,2802","-129,1298","8,6417","63,1367","-5,34","-12,7","-168,41",1,,,,
32566,N/A,0,0,0,0,0,"463,52","958,8","31,06",0,0,0,0,0,0,"1,7843","0,0571","7,3995","0,2373","-0,0576","0,9468","-0,2311","-0,2579","-3,9027","-128,8245","8,9672","62,3869","-5,31","-12,73","-168,49",1,,,,
32666,N/A,0,0,0,0,0,"463,52","958,8","31,06",0,0,0,0,0,0,"1,827","0,0571","7,4281","0,2427","-0,0537","0,9502","-0,475","-2,2091","0,9753","-129,0872","8,5219","61,6114","-5,24","-12,78","-168,73",1,,,,
32766,N/A,0,0,0,0,0,"463,52","958,8","31,06",0,0,0,0,0,0,"1,735","0,0571","7,4294","0,2104","-0,0581","0,9507","-0,7799","1,8152","0,4875","-128,5609","7,4461","62,2999","-5,22","-12,86","-168,89",1,,,,
32866,N/A,0,0,0,0,0,"463,52","958,8","31,06",0,0,0,0,0,0,"1,7459","0,0571","7,3932","0,2295","-0,0625","0,9487","1,1713","-1,4165","0,4875","-128,5333","9,3326","62,1455","-5,27","-12,88","-168,91",1,,,,
32966,N/A,0,0,0,0,0,"463,79","958,77","31,06",0,0,0,0,0,0,"1,7544","0,0571","7,3989","0,2261","-0,0571","0,9492","-1,6335","-0,6848","-0,4271","-128,2463","9,3167","61,8842","-5,3","-12,91","-168,97",1,,,,
33066,N/A,0,0,0,0,0,"463,79","958,77","31,06",0,0,0,0,0,0,"1,7224","0,0571","7,4189","0,2183","-0,0537","0,9492","-1,0238","-0,2579","-0,0003","-129,3854","8,1764","62,107","-5,32","-12,97","-169,04",1,,,,
33166,N/A,0,0,0,0,0,"463,79","958,77","31,06",0,0,0,0,0,0,"1,7158","0,0571","7,4583","0,2183","-0,0625","0,96","0,2567","-1,9043","0,7924","-129,2409","7,5766","61,6921","-5,36","-13,05","-169,09",1,,,,
33266,N/A,0,0,0,0,0,"463,79","958,77","31,06",0,0,0,0,0,0,"1,7476","0,0571","7,438","0,2329","-0,0527","0,9551","-0,8409","-1,7213","-0,4271","-128,7135","7,2833","62,6748","-5,37","-13,15","-169,1",1,,,,
33366,N/A,0,0,0,0,0,"463,79","958,77","31,06",0,0,0,0,0,0,"1,7527","0,0571","7,4448","0,2222","-0,0591","0,9512","0,0128","0,9616","-1,1588","-128,5415","8,57","62,1056","-5,37","-13,22","-169,13",1,,,,
33466,N/A,0,0,0,0,0,"463,52","958,8","31,07",0,0,0,0,0,0,"1,7218","0,0571","7,4437","0,2134","-0,0679","0,9521","-0,353","-0,4409","0,9143","-129,3966","7,8151","62,3412","-5,38","-13,24","-169,22",1,,,,
33566,N/A,0,0,0,0,0,"463,52","958,8","31,07",0,0,0,0,0,0,"1,7241","0,0571","7,4267","0,2212","-0,0547","0,9458","0,0128","-1,7213","-1,6466","-129,9412","8,5496","62,1411","-5,38","-13,21","-169,32",1,,,,
33666,N/A,0,0,0,0,0,"463,52","958,8","31,07",0,0,0,0,0,0,"1,6883","0,0571","7,4312","0,2056","-0,0527","0,9478","-2,5482","0,8396","-1,5857","-128,6931","9,1898","62,7746","-5,34","-13,16","-169,45",1,,,,
33766,N/A,0,0,0,0,0,"463,52","958,8","31,07",0,0,0,0,0,0,"1,6937","0,0571","7,4255","0,2134","-0,0503","0,9502","-3,2799","-1,1116","1,4631","-129,2063","9,4431","61,2835","-5,3","-13,09","-169,59",1,,,,
34059,N/A,0,0,0,0,0,"463,69","958,78","31,07",0,0,0,0,0,0,"1,7674","0,0571","7,4134","0,2402","-0,0474","0,9521","-1,5116","2,1201","0,9143","-128,6901","8,7885","62,5005","-5,66","-13,07","-169,66",1,,,,
34107,N/A,0,0,0,0,0,"463,69","958,78","31,07",0,0,0,0,0,0,"1,7479","0,0571","7,4303","0,2188","-0,0356","0,9551","-2,1823","-0,3799","-2,3784","-128,6799","8,3673","61,972","-5,74","-13,05","-169,65",1,,,,
34207,N/A,0,0,0,0,0,"463,69","958,78","31,07",0,0,0,0,0,0,"1,7546","0,0571","7,4057","0,2207","-0,0581","0,9453","0,4396","-1,2945","0,1826","-129,0872","8,5219","61,6114","-5,85","-13,07","-169,73",1,,,,
34307,N/A,0,0,0,0,0,"463,69","958,78","31,07",0,0,0,0,0,0,"1,754","0,0571","7,4216","0,2231","-0,0537","0,9497","-0,9628","2,547","-1,0369","-130,0848","7,1831","61,6935","-5,87","-13,15","-169,8",1,,,,
34407,N/A,0,0,0,0,0,"463,69","958,78","31,07",0,0,0,0,0,0,"1,7742","0,0571","7,4031","0,2339","-0,0591","0,9473","0,3787","-1,1116","-0,1223","-129,3773","8,939","62,1469","-5,84","-13,12","-169,89",1,,,,
34559,N/A,0,0,0,0,0,"463,69","958,78","31,08",0,0,0,0,0,0,"1,7525","0,0571","7,4179","0,2266","-0,0464","0,9526","-0,6579","-0,5628","0,6095","-128,9558","8,7445","61,9991","-5,81","-13,07","-170,01",1,,,,
34607,N/A,0,0,0,0,0,"463,69","958,78","31,08",0,0,0,0,0,0,"1,7518","0,0571","7,4191","0,2236","-0,0649","0,9502","0,3787","-3,1238","-0,3662","-128,2555","7,7716","61,5501","-5,79","-13,07","-170,11",1,,,,
34707,N/A,0,0,0,0,0,"463,69","958,78","31,08",0,0,0,0,0,0,"1,746","0,0571","7,4858","0,2271","-0,0566","0,9512","-0,0482","-1,0506","8,0485","-129,0932","9,3244","62,1597","-5,74","-13,14","-170,25",1,,,,
34807,N/A,0,0,0,0,0,"463,69","958,78","31,08",0,0,0,0,0,0,"1,7768","0,0571","7,363","0,2515","-0,0723","0,9141","-0,9018","1,6933","5,2436","-128,8428","8,6258","62,8754","-5,67","-13,21","-170,37",1,,,,
34907,N/A,0,0,0,0,0,"463,69","958,78","31,08",0,0,0,0,0,0,"1,7773","0,0571","7,4079","0,2168","-0,063","0,9487","-0,8409","0,4738","-1,2808","-127,9928","8,2168","62,3256","-5,62","-13,21","-170,42",1,,,,
35059,N/A,0,0,0,0,0,"463,79","958,77","31,08",0,0,0,0,0,0,"1,7319","0,0571","7,3408","0,2095","-0,0425","0,9253","-1,8165","1,5713","1,768","-128,2839","7,8514","62,567","-5,57","-13,19","-170,45",1,,,,
35107,N/A,0,0,0,0,0,"463,79","958,77","31,08",0,0,0,0,0,0,"1,7561","0,0571","7,3508","0,23","-0,0605","0,9453","-0,0482","-0,075","0,2436","-129,2256","8,3192","61,4778","-5,54","-13,13","-170,44",1,,,,
35207,N/A,0,0,0,0,0,"463,79","958,77","31,08",0,0,0,0,0,0,"1,7718","0,0571","7,4138","0,2231","-0,0581","0,9565","-0,353","-1,1726","-0,9149","-128,8367","7,8233","62,327","-5,5","-13,06","-170,44",1,,,,
35307,N/A,0,0,0,0,0,"463,79","958,77","31,08",0,0,0,0,0,0,"1,818","0,0571","7,4125","0,2314","-0,0708","0,9463","-0,1091","0,7177","0,9753","-129,2276","9,503","62,0462","-5,46","-13,09","-170,46",1,,,,
35407,N/A,0,0,0,0,0,"463,79","958,77","31,08",0,0,0,0,0,0,"1,7865","0,0571","7,4333","0,2339","-0,0503","0,958","-0,1091","1,2665","1,5851","-129,9301","8,9109","61,9069","-5,45","-13,14","-170,47",1,,,,
35559,N/A,0,0,0,0,0,"463,69","958,78","31,09",0,0,0,0,0,0,"1,7627","0,0571","7,4527","0,2222","-0,0381","0,9604","-1,0238","-2,0262","0,4265","-129,2418","9,543","62,5546","-5,41","-13,12","-170,5",1,,,,
35607,N/A,0,0,0,0,0,"463,69","958,78","31,09",0,0,0,0,0,0,"1,7432","0,0571","7,4521","0,2183","-0,0557","0,9531","-0,597","1,5713","2,0729","-128,9629","8,7645","62,2533","-5,38","-13,11","-170,54",1,,,,
35707,N/A,0,0,0,0,0,"463,69","958,78","31,09",0,0,0,0,0,0,"1,7281","0,0571","7,4518","0,2207","-0,0679","0,9468","-1,5116","0,1079","0,6095","-128,6871","8,3873","62,2263","-5,35","-13,06","-170,55",1,,,,
35807,N/A,0,0,0,0,0,"463,69","958,78","31,09",0,0,0,0,0,0,"1,7332","0,0571","7,4654","0,2314","-0,062","0,9497","-0,9628","-0,6238","0,1216","-129,2317","9,1217","62,0262","-5,35","-13,02","-170,55",1,,,,
35907,N/A,0,0,0,0,0,"463,69","958,78","31,09",0,0,0,0,0,0,"1,738","0,0571","7,4404","0,2158","-0,0518","0,9458","-0,597","1,7543","-0,1223","-128,2626","7,7915","61,8043","-5,4","-13,03","-170,55",1,,,,
36170,N/A,0,0,0,0,0,"463,86","958,76","31,09",0,0,0,0,0,0,"1,7787","0,0571","7,4529","0,2329","-0,0571","0,9526","-0,9018","0,5957","-1,8296","-128,8225","7,7834","61,8185","-5,42","-12,94","-170,81",1,,,,
36217,N/A,0,0,0,0,0,"463,86","958,76","31,09",0,0,0,0,0,0,"1,763","0,0571","7,4019","0,2212","-0,0698","0,936","-1,6945","-1,2335","1,5241","-129,1156","8,6017","62,6282","-5,41","-12,91","-170,86",1,,,,
36317,N/A,0,0,0,0,0,"463,86","958,76","31,09",0,0,0,0,0,0,"1,7454","0,0571","7,3741","0,2202","-0,0513","0,9424","2,2079","-1,4774","0,7314","-129,3874","9,3602","62,6753","-5,42","-12,92","-170,92",1,,,,
36417,N/A,0,0,0,0,0,"463,86","958,76","31,09",0,0,0,0,0,0,"1,7176","0,0571","7,4087","0,2144","-0,0557","0,9561","-0,475","1,7543","0,3046","-128,4183","8,03","62,4534","-5,38","-12,97","-170,94",1,,,,
36517,N/A,0,0,0,0,0,"463,86","958,76","31,09",0,0,0,0,0,0,"1,7631","0,0571","7,4258","0,2324","-0,0591","0,9517","-1,9384","-1,2945","1,3412","-128,8062","9,3085","61,8984","-5,34","-12,98","-171,01",1,,,,
36669,N/A,0,0,0,0,0,"464,2","958,72","31,09",0,0,0,0,0,0,"1,7515","0,0571","7,4109","0,2305","-0,061","0,9492","0,3787","-1,7823","0,7924","-128,9782","8,0219","62,4676","-5,34","-13,01","-171,09",1,,,,
36717,N/A,0,0,0,0,0,"464,2","958,72","31,09",0,0,0,0,0,0,"1,7425","0,0571","7,443","0,2207","-0,0522","0,96","0,5006","1,3884","2,4387","-128,1211","7,5929","61,6637","-5,32","-13,08","-171,15",1,,,,
